condition,abeta_uM,time_hours,calcium_mean,calcium_sem,tau_mean,tau_sem,viability_mean,n
Low_Abeta,0.3,71,0.135629,0.003550314878548395,0.076173,0.002521756812433076,0.6184580000000001,20
Low_Abeta,0.3,72,0.13566499999999998,0.003568549130212003,0.076482,0.0025364438014461774,0.6105400000000001,20
Low_Abeta,0.3,73,0.135687,0.0035724823376234592,0.076779,0.0025496726208837496,0.6026,20
Low_Abeta,0.3,74,0.13566,0.0035603358800747114,0.077067,0.0025643085761437156,0.5946309999999999,20
Low_Abeta,0.3,75,0.135523,0.0035509513254604707,0.077343,0.0025763385994366826,0.586625,20
Low_Abeta,0.3,76,0.135546,0.003564781265896156,0.07761,0.0025895236302414665,0.5785980000000001,20
Low_Abeta,0.3,77,0.135604,0.00357557962912456,0.077872,0.002602321392829669,0.570542,20
Low_Abeta,0.3,78,0.135694,0.0035742532823396546,0.078125,0.002613080406441087,0.5624640000000001,20
Low_Abeta,0.3,79,0.135652,0.003564746510512427,0.078377,0.002625701820967411,0.554351,20
Low_Abeta,0.3,80,0.135692,0.0035808371264713767,0.078617,0.002636537312461176,0.546221,20
Low_Abeta,0.3,81,0.135597,0.003566298766892202,0.078847,0.0026489375327915115,0.5380670000000001,20
Low_Abeta,0.3,82,0.13558399999999998,0.0035680369363204983,0.079066,0.002660148037036166,0.529889,20
Low_Abeta,0.3,83,0.135653,0.0035881847851847847,0.079287,0.0026708367602682123,0.521686,20
Low_Abeta,0.3,84,0.135689,0.0035943606341630563,0.07950199999999999,0.002680320444314546,0.513462,20
Low_Abeta,0.3,85,0.135598,0.0035890611292472684,0.079712,0.0026910488661486616,0.5052209999999999,20
Low_Abeta,0.3,86,0.135676,0.003585328466197527,0.079904,0.0027017840499624643,0.496955,20
Low_Abeta,0.3,87,0.135722,0.0035904715714322483,0.080108,0.002711450340199581,0.488666,20
Low_Abeta,0.3,88,0.135635,0.003556272701342767,0.080288,0.0027207933827431566,0.480363,20
Low_Abeta,0.3,89,0.13563399999999998,0.0035869427240009222,0.080473,0.002729080537277595,0.472037,20
Low_Abeta,0.3,90,0.13558399999999998,0.0035812889770084335,0.080652,0.0027403044010704926,0.46369499999999997,20
Low_Abeta,0.3,91,0.13547199999999998,0.0035875531611685592,0.08082199999999999,0.002746572562687041,0.45533799999999996,20
Low_Abeta,0.3,92,0.135506,0.0035963631044358367,0.080982,0.0027559642118217187,0.44695999999999997,20
Low_Abeta,0.3,93,0.135504,0.0035983898738478196,0.081151,0.002766164920683698,0.438562,20
Low_Abeta,0.3,94,0.135459,0.0035766948797958564,0.081297,0.002772697442070295,0.43015600000000004,20
Low_Abeta,0.3,95,0.135463,0.003559486442851287,0.081447,0.002779917558414089,0.42173,20
Low_Abeta,0.3,96,0.135544,0.0035647958825451038,0.081596,0.0027880812492880437,0.413295,20
Low_Abeta,0.3,97,0.135497,0.0035646862340700364,0.081738,0.002796046042840535,0.40483900000000006,20
Low_Abeta,0.3,98,0.135649,0.0035773293405173528,0.081877,0.0028041898257691773,0.396371,20
Low_Abeta,0.3,99,0.135643,0.003583296416782502,0.082012,0.002810226962177142,0.387893,20
Low_Abeta,0.3,100,0.135707,0.003582542841408364,0.08214099999999999,0.0028188749062067493,0.379398,20
