density_label,n_microglia,time_hours,abeta_remaining_mean,abeta_remaining_sem,clearance_fraction_mean,clearance_fraction_sem,n
Medium (30),30,87,1.1365351265955366,0.0028191566498693083,0.43173243670223177,0.001409578324934656,20
Medium (30),30,88,1.129154501799316,0.002682728616162864,0.4354227491003419,0.0013413643080814326,20
Medium (30),30,89,1.12222297388575,0.0026984430687169527,0.438888513057125,0.0013492215343584785,20
Medium (30),30,90,1.1148613629877393,0.002630256734481367,0.4425693185061303,0.0013151283672406832,20
Medium (30),30,91,1.1081079439769954,0.0025811076071715145,0.4459460280115023,0.0012905538035857577,20
Medium (30),30,92,1.1010281364255614,0.002667136910422805,0.44948593178721935,0.0013335684552114012,20
Medium (30),30,93,1.0937629748822486,0.002697601940820308,0.4531185125588757,0.0013488009704101553,20
Medium (30),30,94,1.0865639886008625,0.002703565767835042,0.4567180056995688,0.001351782883917523,20
Medium (30),30,95,1.0794225341780188,0.0027195559319746015,0.46028873291099054,0.0013597779659873035,20
Medium (30),30,96,1.0725905296212543,0.0027010832565641453,0.46370473518937283,0.001350541628282073,20
Medium (30),30,97,1.0654798095939009,0.002670718479611633,0.46726009520304956,0.0013353592398058177,20
Medium (30),30,98,1.0589769670147007,0.0026664398645088994,0.47051151649264955,0.0013332199322544462,20
Medium (30),30,99,1.052483690200573,0.0026026545717994388,0.47375815489971346,0.0013013272858997226,20
Medium (30),30,100,1.0460689123872196,0.0025644377648235002,0.4769655438063901,0.0012822188824117547,20
