cell_id,step,x,y,replicate
38,55,39,140,0
39,55,65,108,0
40,55,40,27,0
41,55,29,181,0
42,55,100,100,0
43,55,69,166,0
44,55,100,101,0
45,55,47,150,0
46,55,39,87,0
47,55,87,191,0
48,55,47,71,0
49,55,59,157,0
0,56,180,167,0
1,56,94,67,0
2,56,130,65,0
3,56,175,83,0
4,56,192,54,0
5,56,165,63,0
6,56,111,117,0
7,56,184,184,0
8,56,168,129,0
9,56,57,26,0
10,56,138,27,0
11,56,65,183,0
12,56,133,179,0
13,56,80,92,0
14,56,64,161,0
15,56,152,189,0
16,56,33,168,0
17,56,147,142,0
18,56,99,101,0
19,56,142,126,0
20,56,12,181,0
21,56,8,174,0
22,56,30,109,0
23,56,186,180,0
24,56,33,173,0
25,56,138,57,0
26,56,77,113,0
27,56,189,25,0
28,56,61,152,0
29,56,122,67,0
30,56,133,135,0
31,56,37,46,0
32,56,192,179,0
33,56,138,166,0
34,56,127,115,0
35,56,93,16,0
36,56,151,193,0
37,56,141,22,0
38,56,39,140,0
39,56,65,108,0
40,56,40,27,0
41,56,29,181,0
42,56,100,100,0
43,56,69,166,0
44,56,100,99,0
45,56,47,150,0
46,56,39,87,0
47,56,87,191,0
48,56,47,71,0
49,56,59,157,0
0,57,180,167,0
1,57,94,67,0
2,57,130,65,0
3,57,175,83,0
4,57,192,54,0
5,57,165,63,0
6,57,111,117,0
7,57,184,184,0
8,57,168,129,0
9,57,57,26,0
10,57,138,27,0
11,57,65,183,0
12,57,133,179,0
13,57,80,92,0
14,57,64,161,0
15,57,152,189,0
16,57,33,168,0
17,57,147,142,0
18,57,101,99,0
19,57,142,126,0
20,57,12,181,0
21,57,8,174,0
22,57,30,109,0
23,57,186,180,0
24,57,33,173,0
25,57,138,57,0
26,57,77,113,0
27,57,189,25,0
28,57,61,152,0
29,57,122,67,0
30,57,133,135,0
31,57,37,46,0
32,57,192,179,0
33,57,138,166,0
34,57,127,115,0
35,57,93,16,0
36,57,151,193,0
37,57,141,22,0
38,57,39,140,0
39,57,65,108,0
40,57,40,27,0
41,57,29,181,0
42,57,100,100,0
43,57,69,166,0
44,57,100,101,0
45,57,47,150,0
46,57,39,87,0
47,57,87,191,0
48,57,47,71,0
49,57,59,157,0
0,58,180,167,0
1,58,94,67,0
2,58,130,65,0
3,58,175,83,0
4,58,192,54,0
5,58,165,63,0
6,58,111,117,0
7,58,184,184,0
8,58,168,129,0
9,58,57,26,0
10,58,138,27,0
11,58,65,183,0
12,58,133,179,0
13,58,80,92,0
14,58,64,161,0
15,58,152,189,0
16,58,33,168,0
17,58,147,142,0
18,58,99,101,0
19,58,142,126,0
20,58,12,181,0
21,58,8,174,0
22,58,30,109,0
23,58,186,180,0
24,58,33,173,0
25,58,138,57,0
26,58,77,113,0
27,58,189,25,0
28,58,61,152,0
29,58,122,67,0
30,58,133,135,0
31,58,37,46,0
32,58,192,179,0
33,58,138,166,0
34,58,127,115,0
35,58,93,16,0
36,58,151,193,0
37,58,141,22,0
38,58,39,140,0
39,58,65,108,0
40,58,40,27,0
41,58,29,181,0
42,58,100,100,0
43,58,69,166,0
44,58,100,99,0
45,58,47,150,0
46,58,39,87,0
47,58,87,191,0
48,58,47,71,0
49,58,59,157,0
0,59,180,167,0
1,59,94,67,0
2,59,130,65,0
3,59,175,83,0
4,59,192,54,0
5,59,165,63,0
6,59,111,117,0
7,59,184,184,0
8,59,168,129,0
9,59,57,26,0
10,59,138,27,0
11,59,65,183,0
12,59,133,179,0
13,59,80,92,0
14,59,64,161,0
15,59,152,189,0
16,59,33,168,0
17,59,147,142,0
18,59,101,99,0
19,59,142,126,0
20,59,12,181,0
21,59,8,174,0
22,59,30,109,0
23,59,186,180,0
24,59,33,173,0
25,59,138,57,0
26,59,77,113,0
27,59,189,25,0
28,59,61,152,0
29,59,122,67,0
30,59,133,135,0
31,59,37,46,0
32,59,192,179,0
33,59,138,166,0
34,59,127,115,0
35,59,93,16,0
36,59,151,193,0
37,59,141,22,0
38,59,39,140,0
39,59,65,108,0
40,59,40,27,0
41,59,29,181,0
42,59,100,100,0
43,59,69,166,0
44,59,100,101,0
45,59,47,150,0
46,59,39,87,0
47,59,87,191,0
48,59,47,71,0
49,59,59,157,0
0,60,180,167,0
1,60,94,67,0
2,60,130,65,0
3,60,175,83,0
4,60,192,54,0
5,60,165,63,0
6,60,111,117,0
7,60,184,184,0
8,60,168,129,0
9,60,57,26,0
10,60,138,27,0
11,60,65,183,0
12,60,133,179,0
13,60,80,92,0
14,60,64,161,0
15,60,152,189,0
16,60,33,168,0
17,60,147,142,0
18,60,99,101,0
19,60,142,126,0
20,60,12,181,0
21,60,8,174,0
22,60,30,109,0
23,60,186,180,0
24,60,33,173,0
25,60,138,57,0
26,60,77,113,0
27,60,189,25,0
28,60,61,152,0
29,60,122,67,0
30,60,133,135,0
31,60,37,46,0
32,60,192,179,0
33,60,138,166,0
34,60,127,115,0
35,60,93,16,0
36,60,151,193,0
37,60,141,22,0
38,60,39,140,0
39,60,65,108,0
40,60,40,27,0
41,60,29,181,0
42,60,100,100,0
43,60,69,166,0
44,60,100,99,0
45,60,47,150,0
46,60,39,87,0
47,60,87,191,0
48,60,47,71,0
49,60,59,157,0
